cod_ibge;municipio;state_cod_ibge
5106232;nova olimpia;MT
5106240;nova ubirata;MT
5106257;nova xavantina;MT
5106265;novo mundo;MT
5106273;novo horizonte do norte;MT
5106281;novo sao joaquim;MT
5106299;paranaita;MT
5106307;paranatinga;MT
5106315;novo santo antonio;MT
5106372;pedra preta;MT
5106422;peixoto de azevedo;MT
5106455;planalto da serra;MT
5106505;pocone;MT
5106653;pontal do araguaia;MT
5106703;ponte branca;MT
5106752;pontes e lacerda;MT
5106778;porto alegre do norte;MT
5106802;porto dos gauchos;MT
5106828;porto esperidiao;MT
5106851;porto estrela;MT
5107008;poxoreu;MT
5107040;primavera do leste;MT
5107065;querencia;MT
5107107;sao jose dos quatro marcos;MT
5107156;reserva do cabacal;MT
5107180;ribeirao cascalheira;MT
5107198;ribeiraozinho;MT
5107206;rio branco;MT
5107248;santa carmem;MT
5107263;santo afonso;MT
5107297;sao jose do povo;MT
5107305;sao jose do rio claro;MT
5107354;sao jose do xingu;MT
5107404;sao pedro da cipa;MT
5107578;rondolandia;MT
5107602;rondonopolis;MT
5107701;rosario oeste;MT
5107743;santa cruz do xingu;MT
5107750;salto do ceu;MT
5107768;santa rita do trivelato;MT
5107776;santa terezinha;MT
5107792;santo antonio do leste;MT
5107800;santo antonio do leverger;MT
5107859;sao felix do araguaia;MT
5107875;sapezal;MT
5107883;serra nova dourada;MT
5107909;sinop;MT
5107925;sorriso;MT
5107941;tabapora;MT
5107958;tangara da serra;MT
5108006;tapurah;MT
5108055;terra nova do norte;MT
5108105;tesouro;MT
5108204;torixoreu;MT
5108303;uniao do sul;MT
5108352;vale de sao domingos;MT
5108402;varzea grande;MT
5108501;vera;MT
5108600;vila rica;MT
5108808;nova guarita;MT
5108857;nova marilandia;MT
5108907;nova maringa;MT
5108956;nova monte verde;MT
5200050;abadia de goias;GO
5200100;abadiania;GO
5200134;acreuna;GO
5200159;adelandia;GO
5200175;agua fria de goias;GO
5200209;agua limpa;GO
5200258;aguas lindas de goias;GO
5200308;alexania;GO
5200506;aloandia;GO
5200555;alto horizonte;GO
5200605;alto paraiso de goias;GO
5200803;alvorada do norte;GO
5200829;amaralina;GO
5200852;americano do brasil;GO
5200902;amorinopolis;GO
5201108;anapolis;GO
5201207;anhanguera;GO
5201306;anicuns;GO
5201405;aparecida de goiania;GO
5201454;aparecida do rio doce;GO
5201504;apore;GO
5201603;aracu;GO
5201702;aragarcas;GO
5201801;aragoiania;GO
5202155;araguapaz;GO
5202353;arenopolis;GO
5202502;aruana;GO
5202601;aurilandia;GO
5202809;avelinopolis;GO
5203104;baliza;GO
5203203;barro alto;GO
5203302;bela vista de goias;GO
5203401;bom jardim de goias;GO
5203500;bom jesus de goias;GO
5203559;bonfinopolis;GO
5203575;bonopolis;GO
5203609;brazabrantes;GO
5203807;britania;GO
5203906;buriti alegre;GO
5203939;buriti de goias;GO
5203962;buritinopolis;GO
5204003;cabeceiras;GO
5204102;cachoeira alta;GO
5204201;cachoeira de goias;GO
5204250;cachoeira dourada;GO
5204300;cacu;GO
5204409;caiaponia;GO
5204508;caldas novas;GO
5204557;caldazinha;GO
5204607;campestre de goias;GO
5204656;campinacu;GO
5204706;campinorte;GO
5204805;campo alegre de goias;GO
5204854;campo limpo de goias;GO
5204904;campos belos;GO
5204953;campos verdes;GO
5205000;carmo do rio verde;GO
5205059;castelandia;GO
5205109;catalao;GO
5205208;caturai;GO
5205307;cavalcante;GO
5205406;ceres;GO
5205455;cezarina;GO
5205471;chapadao do ceu;GO
5205497;cidade ocidental;GO
5205513;cocalzinho de goias;GO
5205521;colinas do sul;GO
5205703;corrego do ouro;GO
5205802;corumba de goias;GO
5205901;corumbaiba;GO
5206206;cristalina;GO
5206305;cristianopolis;GO
5206404;crixas;GO
5206503;crominia;GO
5206602;cumari;GO
5206701;damianopolis;GO
5206800;damolandia;GO
5206909;davinopolis;GO
5207105;diorama;GO
5207253;doverlandia;GO
5207352;edealina;GO
5207402;edeia;GO
5207501;estrela do norte;GO
5207535;faina;GO
5207600;fazenda nova;GO
5207808;firminopolis;GO
5207907;flores de goias;GO
5208004;formosa;GO
5208103;formoso;GO
5208152;gameleira de goias;GO
5208301;divinopolis de goias;GO
5208400;goianapolis;GO
5208509;goiandira;GO
5208608;goianesia;GO
5208707;goiania;GO
5208806;goianira;GO
5208905;goias;GO
5209101;goiatuba;GO
5209150;gouvelandia;GO
5209200;guapo;GO
5209291;guaraita;GO
5209408;guarani de goias;GO
5209457;guarinos;GO
5209606;heitorai;GO
5209705;hidrolandia;GO
5209804;hidrolina;GO
5209903;iaciara;GO
5209937;inaciolandia;GO
5209952;indiara;GO
5210000;inhumas;GO
5210109;ipameri;GO
5210158;ipiranga de goias;GO
5210208;ipora;GO
5210307;israelandia;GO
5210406;itaberai;GO
5210562;itaguari;GO
5210604;itaguaru;GO
5210802;itaja;GO
5210901;itapaci;GO
5211008;itapirapua;GO
5211206;itapuranga;GO
5211305;itaruma;GO
5211404;itaucu;GO
5211503;itumbiara;GO
5211602;ivolandia;GO
5211701;jandaia;GO
5211800;jaragua;GO
5211909;jatai;GO
5212006;jaupaci;GO
5212055;jesupolis;GO
5212105;joviania;GO
5212204;jussara;GO
5212253;lagoa santa;GO
5212303;leopoldo de bulhoes;GO
5212501;luziania;GO
5212600;mairipotaba;GO
5212709;mambai;GO
5212808;mara rosa;GO
5212907;marzagao;GO
5212956;matrincha;GO
5213004;maurilandia;GO
5213053;mimoso de goias;GO
5213087;minacu;GO
5213103;mineiros;GO
5213400;moipora;GO
5213509;monte alegre de goias;GO
5213707;montes claros de goias;GO
5213756;montividiu;GO
5213772;montividiu do norte;GO
5213806;morrinhos;GO
5213855;morro agudo de goias;GO
5213905;mossamedes;GO
5214002;mozarlandia;GO
5214051;mundo novo;GO
5214101;mutunopolis;GO
5214408;nazario;GO
5214507;neropolis;GO
5214606;niquelandia;GO
5214705;nova america;GO
5214804;nova aurora;GO
5214838;nova crixas;GO
5214861;nova gloria;GO
5214879;nova iguacu de goias;GO
5214903;nova roma;GO
5215009;nova veneza;GO
5215207;novo brasil;GO
5215231;novo gama;GO
5215256;novo planalto;GO
5215306;orizona;GO
5215405;ouro verde de goias;GO
5215504;ouvidor;GO
5215603;padre bernardo;GO
5215652;palestina de goias;GO
5215702;palmeiras de goias;GO
5215801;palmelo;GO
5215900;palminopolis;GO
5216007;panama;GO
5216304;paranaiguara;GO
5216403;parauna;GO
5216452;perolandia;GO
5216809;petrolina de goias;GO
5216908;pilar de goias;GO
5217104;piracanjuba;GO
5217203;piranhas;GO
5217302;pirenopolis;GO
5217401;pires do rio;GO
5217609;planaltina;GO
5217708;pontalina;GO
5218003;porangatu;GO
5218052;porteirao;GO
5218102;portelandia;GO
5218300;posse;GO
5218391;professor jamil;GO
5218508;quirinopolis;GO
5218607;rialma;GO
5218706;rianapolis;GO
5218789;rio quente;GO
5218805;rio verde;GO
5218904;rubiataba;GO
5219001;sanclerlandia;GO
5219100;santa barbara de goias;GO
5219209;santa cruz de goias;GO
5219258;santa fe de goias;GO
5219308;santa helena de goias;GO
5219357;santa isabel;GO
5219407;santa rita do araguaia;GO
5219456;santa rita do novo destino;GO
5219506;santa rosa de goias;GO
5219605;santa tereza de goias;GO
5219704;santa terezinha de goias;GO
5219712;santo antonio da barra;GO
5219738;santo antonio de goias;GO
5219753;santo antonio do descoberto;GO
5219803;sao domingos;GO
5219902;sao francisco de goias;GO
5220009;sao joao d'alianca;GO
5220058;sao joao da parauna;GO
5220108;sao luis de montes belos;GO
5220157;sao luiz do norte;GO
5220207;sao miguel do araguaia;GO
5220264;sao miguel do passa quatro;GO
5220280;sao patricio;GO
5220405;sao simao;GO
5220454;senador canedo;GO
5220504;serranopolis;GO
5220603;silvania;GO
5220686;simolandia;GO
5220702;sitio d'abadia;GO
5221007;taquaral de goias;GO
5221080;teresina de goias;GO
5221197;terezopolis de goias;GO
5221304;tres ranchos;GO
5221403;trindade;GO
5221452;trombas;GO
5221502;turvania;GO
5221551;turvelandia;GO
5221577;uirapuru;GO
5221601;uruacu;GO
5221700;uruana;GO
5221809;urutai;GO
5221858;valparaiso de goias;GO
5221908;varjao;GO
5222005;vianopolis;GO
5222054;vicentinopolis;GO
5222203;vila boa;GO
5222302;vila propicio;GO
5300108;brasilia;DF
